filmLabel,cost,boxOffice,currencyCode,wikiPageID,freebaseMovieID,movieName,movieReleaseDate,movieBoxOfficeRevenue,movieRuntime,movieLanguages,movieCountries,movieGenres
Escape from the Planet of the Apes,2060000.0,12348905.0,USD,303928.0,/m/01s7vd,Escape from the Planet of the Apes,1971-05-21,12348905.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3n1c"": ""Escape Film""}"
Escape to Victory,10000000.0,27453418.0,USD,1802219.0,/m/05y59l,Escape to Victory,1981-07-30,,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}"
Eternal Sunshine of the Spotless Mind,20000000.0,74036715.0,USD,537024.0,/m/02mt51,Eternal Sunshine of the Spotless Mind,2004-03-19,72258126.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/06n90"": ""Science Fiction"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03rzvv"": ""Romantic fantasy""}"
Evil Dead II,3500000.0,5924421.0,USD,10487.0,/m/02vhv,Evil Dead II,1987-03-13,10900000.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/06qln"": ""Stop motion"", ""/m/01q03"": ""Cult"", ""/m/01z4y"": ""Comedy"", ""/m/02vn3k"": ""Splatter film"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/0vgkd"": ""Black comedy""}"
Eyes Wide Shut,65000000.0,162242684.0,USD,9979.0,/m/02qcr,Eyes Wide Shut,1999-07-13,162091208.0,159.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n16"": ""Erotic Drama"", ""/m/02js9"": ""Erotica"", ""/m/02n4kr"": ""Mystery"", ""/m/073_6"": ""Surrealism"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/0hj3nbk"": ""Marriage Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}"
Fahrenheit 9/11,6000000.0,222400000.0,USD,600094.0,/m/02v570,Fahrenheit 9/11,2004-06-25,222446882.0,112.0,"{""/m/02h40lc"": ""English Language"", ""/m/02ztjwg"": ""Hungarian language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3n07"": ""Culture & Society"", ""/m/0219x_"": ""Indie"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/075fzd"": ""Social issues"", ""/m/0jtdp"": ""Documentary""}"
Fallo!,90000.0,237679.0,USD,32792627.0,/m/0h3xfm_,Fallo!,2003-08-28,,80.0,{},"{""/m/03rjj"": ""Italy""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/02js9"": ""Erotica""}"
Fanny and Alexander,6000000.0,6795771.0,USD,487300.0,/m/02gd6x,Fanny and Alexander,1982-12-17,6783304.0,312.0,"{""/m/06mp7"": ""Swedish Language"", ""/m/0880p"": ""Yiddish Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/0f8l9c"": ""France"", ""/m/082fr"": ""West Germany"", ""/m/0d0vqn"": ""Sweden"", ""/m/0345h"": ""Germany""}","{""/m/01hmnh"": ""Fantasy"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/02n4kr"": ""Mystery""}"
Fast Five,125000000.0,626137675.0,USD,28085067.0,/m/0bq6ntw,Fast Five,2011-04-15,626100000.0,130.0,"{""/m/05zjd"": ""Portuguese Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/01z02hx"": ""Sports""}"
Fatal Attraction,14000000.0,320100000.0,USD,129295.0,/m/0yx7h,Fatal Attraction,1987-09-11,320145693.0,119.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/02n4kr"": ""Mystery"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/01585b"": ""Slasher""}"
Ferris Bueller's Day Off,5000000.0,70720215.0,USD,88326.0,/m/0m491,Ferris Bueller's Day Off,1986-06-11,70136369.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}"
Fight Club,63000000.0,101209702.0,USD,1009041.0,/m/03yvf2,Fight Club,1999-09-10,100900000.0,132.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02m4t"": ""Existentialism"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01q03"": ""Cult"", ""/m/06nbt"": ""Satire"", ""/m/07s9rl0"": ""Drama"", ""/m/0vgkd"": ""Black comedy"", ""/m/02kdv5l"": ""Action"", ""/m/01xpvb7"": ""Airplanes and airports""}"
First Blood,15000000.0,125212904.0,USD,872441.0,/m/03kfz0,First Blood,1982-10-22,125212904.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}"
Five Easy Pieces,1600000.0,18099091.0,USD,73467.0,/m/0jqws,Five Easy Pieces,1970-09-11,18099091.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04228s"": ""Road movie"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/03pgfj"": ""New Hollywood""}"
Five Minarets in New York,12000000.0,21000000.0,USD,28203472.0,/m/0cp1qp7,Five Minarets in New York,2010-11-05,21000000.0,100.0,{},"{""/m/01znc_"": ""Turkey""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}"
Five Star Final,310000.0,822000.0,USD,61059.0,/m/0gks0,Five Star Final,1931-09-26,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3nby"": ""Media Satire"", ""/m/01lrrt"": ""Melodrama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/087lqx"": ""Pre-Code"", ""/m/07s9rl0"": ""Drama""}"
Flesh Gordon,470000.0,5300000.0,USD,2493454.0,/m/07hr8w,Flesh Gordon,1974-07-30,906000.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/02nxfrh"": ""Adult"", ""/m/06qln"": ""Stop motion"", ""/m/01yldk"": ""Softcore Porn"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/01jw2w"": ""Gross-out film"", ""/m/01z4y"": ""Comedy"", ""/m/01jk9n"": ""Pornographic movie"", ""/m/0bbc17"": ""Gross out""}"
Flightplan,55000000.0,223387299.0,USD,2008863.0,/m/06dq4r,Flightplan,2005-09-22,223387299.0,98.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/01drsx"": ""Disaster"", ""/m/01xpvb7"": ""Airplanes and airports""}"
Following,6000.0,48500.0,USD,23011287.0,/m/047gphb,Following,1999-04-03,48482.0,69.0,"{""/m/02h40lc"": ""English Language""}","{""/m/02jx1"": ""England"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01q03"": ""Cult"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/03j0dp"": ""Neo-noir""}"
Footlight Parade,703000.0,2400000.0,USD,73473.0,/m/0jqyf,Footlight Parade,1933,,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical"", ""/m/087lqx"": ""Pre-Code"", ""/m/04dn71w"": ""Dance"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0220p9g"": ""Musical comedy""}"
For a Few Dollars More,600000.0,15000000.0,USD,442300.0,/m/028_x9,For a Few Dollars More,1965-12-18,,132.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/06mkj"": ""Spain"", ""/m/03rjj"": ""Italy"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/0771_"": ""Spaghetti Western"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/02kdv5l"": ""Action""}"
Forbidden Planet,1968000.0,2765000.0,USD,54999.0,/m/0fb4l,Forbidden Planet,1956,23500000.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure""}"
Forbidden World,1000000.0,4000000.0,USD,3178385.0,/m/08xdkg,Forbidden World,1982,4000000.0,77.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror""}"
Forrest Gump,55000000.0,678151134.0,USD,41528.0,/m/0bdjd,Forrest Gump,1994-06-23,677387716.0,136.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01j1n2"": ""Coming of age"", ""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}"
Freddy Got Fingered,14000000.0,14343028.0,USD,518018.0,/m/02krdz,Freddy Got Fingered,2001-04-18,14333252.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01hwc6"": ""Absurdism"", ""/m/06qm3"": ""Screwball comedy"", ""/m/073_6"": ""Surrealism"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01jw2w"": ""Gross-out film"", ""/m/01z4y"": ""Comedy"", ""/m/0bbc17"": ""Gross out"", ""/m/0vgkd"": ""Black comedy"", ""/m/02kdv5l"": ""Action""}"
Freddy's Dead: The Final Nightmare,11000000.0,34900000.0,USD,2933385.0,/m/08dl83,Freddy's Dead: The Final Nightmare,1991-09-13,34872033.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}"
Frenzy,2000000.0,12600000.0,USD,508044.0,/m/02jr6k,Frenzy,1972,12600000.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller""}"
Friday the 13th Part 2,1250000.0,21722776.0,USD,2274938.0,/m/07022t,Friday the 13th Part 2,1981-05-01,22722776.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}"
Friday the 13th Part III,2250000.0,36690067.0,USD,2317340.0,/m/073bl9,Friday the 13th Part 3: 3D,1982-08-13,36690067.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}"
Friday the 13th Part VI: Jason Lives,3000000.0,19400000.0,USD,2313660.0,/m/0732_0,Friday the 13th Part VI: Jason Lives,1986-08-01,19472057.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}"
Friday the 13th Part VII: The New Blood,2800000.0,19100000.0,USD,2546472.0,/m/07m7ls,Friday the 13th Part VII: The New Blood,1988-05-13,19170001.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}"
Friday the 13th: The Final Chapter,2600000.0,32980880.0,USD,2546429.0,/m/07m7j8,Friday the 13th: The Final Chapter,1984-04-13,32980880.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}"
From Dusk till Dawn,19000000.0,25836616.0,USD,447299.0,/m/029k4p,From Dusk Till Dawn,1996-01-19,25836616.0,107.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/06nbt"": ""Satire"", ""/m/01jfsb"": ""Thriller"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}"
From Justin to Kelly,12000000.0,4928883.0,USD,302757.0,/m/01s2xz,From Justin to Kelly,2003-06-20,4928883.0,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3mw3"": ""Beach Film"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}"
Full Metal Jacket,30000000.0,46300000.0,USD,11701.0,/m/0333t,Full Metal Jacket,1987-06-17,46300000.0,112.0,"{""/m/07zrf"": ""Vietnamese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01fc50"": ""Anti-war"", ""/m/082gq"": ""War film"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02kdv5l"": ""Action"", ""/m/07k67c"": ""Anti-war film"", ""/m/0hj3mz0"": ""Combat Films""}"
Furry Vengeance,35000000.0,36236710.0,USD,25658502.0,/m/09v5pqh,Furry Vengeance,2010-04-01,36236710.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0j1z8"": ""United Arab Emirates"", ""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/01z4y"": ""Comedy""}"
G Men,307000.0,1963000.0,USD,3927116.0,/m/0b741h,G Men,1935-04-18,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}"
G.I. Jane,50000000.0,48169156.0,USD,706803.0,/m/034f7w,G.I. Jane,1997-08-22,97169156.0,125.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}"
G.I. Joe: The Rise of Cobra,175000000.0,302500000.0,USD,13734892.0,/m/03qcfvw,G.I. Joe: The Rise of Cobra,2009-08-05,302469017.0,118.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/01mjq"": ""Czech Republic""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}"
Galaxina,5500000.0,4865000.0,USD,1369312.0,/m/04x98l,Galaxina,1980,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hfjk"": ""Western"", ""/m/01z4y"": ""Comedy"", ""/m/09zvmj"": ""Space western""}"
Gangs of New York,97000000.0,193772504.0,USD,188902.0,/m/019vhk,Gangs of New York,2002-12-09,193772504.0,167.0,"{""/m/03x42"": ""Irish"", ""/m/01r2l"": ""Chinese language"", ""/m/02h40lc"": ""English Language"", ""/m/04h9h"": ""Latin Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rjj"": ""Italy""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/04xvh5"": ""Costume drama"", ""/m/02p0szs"": ""Historical fiction"", ""/m/06l3bl"": ""Epic"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama"", ""/m/03hn0"": ""Historical drama""}"
Gentlemen of Fortune,4344.898003519367,325867.35026395257,USD,3504856.0,/m/09h4lr,Gentlemen of Fortune,1972,,88.0,"{""/m/06b_j"": ""Russian Language""}","{""/m/05vz3zq"": ""Soviet Union"", ""/m/06bnz"": ""Russia""}","{""/m/0hj3m_x"": ""Crime Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}"
Ghost Rider: Spirit of Vengeance,57000000.0,132563930.0,USD,29007308.0,/m/0dgq80b,Ghost Rider: Spirit of Vengeance,2012-02-17,132563930.0,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0j1z8"": ""United Arab Emirates""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/03npn"": ""Horror"", ""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy""}"
God Tussi Great Ho,2521877.28545129,2473841.52763317,USD,6764111.0,/m/0gmr02,God Tussi Great Ho,2006,,152.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/04t36"": ""Musical"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema"", ""/m/01z4y"": ""Comedy""}"
GoldenEye,60000000.0,352194034.0,USD,268833.0,/m/01npcx,GoldenEye,1995-11-13,356400000.0,130.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}"
"Good Morning, Vietnam",13000000.0,123900000.0,USD,168593.0,/m/016kxf,"Good Morning, Vietnam",1987-12-23,123922370.0,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01t_vv"": ""Comedy-drama"", ""/m/01z4y"": ""Comedy"", ""/m/082gq"": ""War film""}"
Good Will Hunting,10000000.0,225900000.0,USD,142456.0,/m/011ypx,Good Will Hunting,1997-12-02,225933435.0,126.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01j1n2"": ""Coming of age"", ""/m/0219x_"": ""Indie""}"
Goodfellas,25000000.0,47036784.0,USD,64394.0,/m/0h6r5,Goodfellas,1990-09-12,46836394.0,146.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/03bxz7"": ""Biographical film""}"
Gosford Park,19800000.0,87754044.0,USD,142476.0,/m/011ywj,Gosford Park,2001,87754044.0,137.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rjj"": ""Italy"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0hn10"": ""LGBT"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/02n4kr"": ""Mystery"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0j5nm"": ""Whodunit""}"
Gran Torino,33000000.0,269958228.0,USD,17016725.0,/m/04q01mn,Gran Torino,2008-12-09,269958228.0,120.0,"{""/m/04lx1w"": ""Hmong language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0fx2s"": ""Tragedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}"
Gremlins 2: The New Batch,50000000.0,41482207.0,USD,1323106.0,/m/04sr1h,Gremlins 2: The New Batch,1990-06-15,41482207.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/0hj3n7f"": ""Horror Comedy""}"
Halloween 4: The Return of Michael Myers,5000000.0,17768757.0,USD,2002258.0,/m/06d6ch,Halloween 4: The Return of Michael Myers,1988-10-21,17768757.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0219x_"": ""Indie""}"
Hansel & Gretel: Witch Hunters,50000000.0,226349749.0,USD,27223546.0,/m/0bwfpdc,Hansel and Gretel: Witch Hunters,2012-03-01,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}"
Hard to Kill,10000000.0,48915430.0,USD,67415.0,/m/0hqq0,Hard to Kill,1990-02-09,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0cq22f9"": ""Action Thrillers""}"
Harley Davidson and the Marlboro Man,23000000.0,7434726.0,USD,2037842.0,/m/06gvgh,Harley Davidson and the Marlboro Man,1991-08-23,7434726.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3mwf"": ""Biker Film"", ""/m/0556j8"": ""Buddy film"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}"
Harry Potter and the Deathly Hallows – Part 1,250000000.0,976536918.0,USD,9834441.0,/m/02pth35,Harry Potter and the Deathly Hallows: Part I,2010-11-17,956399711.0,146.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03k9fj"": ""Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}"
Harry Potter and the Deathly Hallows – Part 2,250000000.0,1341511219.0,USD,31941988.0,/m/0gvsynb,Harry Potter and the Deathly Hallows – Part 2,2011-07-07,1328111219.0,130.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/02n4kr"": ""Mystery"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}"
